data_pedido,data_envio,modo_envio,vendas,lucro,quantidade,desconto,categoria,subcategoria,segmento,regiao,cliente_id,pedido_id
2015-09-25,2015-09-30,Standard Class,1044.6299999999999,240.2649,3,0.0,Furniture,Tables,Consumer,West,EB-13870,CA-2015-106320
2016-01-16,2016-01-20,Second Class,11.648000000000001,4.2224,2,0.2,Office Supplies,Binders,Consumer,West,EH-13945,CA-2016-121755
2016-01-16,2016-01-20,Second Class,90.57000000000001,11.774100000000004,3,0.0,Technology,Accessories,Consumer,West,EH-13945,CA-2016-121755
2015-09-17,2015-09-21,Standard Class,3083.4300000000003,-1665.0522,7,0.5,Furniture,Bookcases,Consumer,East,TB-21520,US-2015-150630
2015-09-17,2015-09-21,Standard Class,9.618000000000002,-7.0532,2,0.7,Office Supplies,Binders,Consumer,East,TB-21520,US-2015-150630
2015-09-17,2015-09-21,Standard Class,124.20000000000002,15.524999999999991,3,0.2,Furniture,Furnishings,Consumer,East,TB-21520,US-2015-150630
2015-09-17,2015-09-21,Standard Class,3.2640000000000002,1.1015999999999997,2,0.2,Office Supplies,Envelopes,Consumer,East,TB-21520,US-2015-150630
2015-09-17,2015-09-21,Standard Class,86.304,9.709199999999989,6,0.2,Office Supplies,Art,Consumer,East,TB-21520,US-2015-150630
2015-09-17,2015-09-21,Standard Class,6.858000000000001,-5.715,6,0.7,Office Supplies,Binders,Consumer,East,TB-21520,US-2015-150630
2015-09-17,2015-09-21,Standard Class,15.76,3.5460000000000007,2,0.2,Office Supplies,Art,Consumer,East,TB-21520,US-2015-150630
2017-10-19,2017-10-23,Second Class,29.472,9.946799999999998,3,0.2,Office Supplies,Paper,Home Office,Central,MA-17560,CA-2017-107727
2016-12-08,2016-12-10,First Class,1097.5440000000003,123.4736999999999,7,0.2,Technology,Phones,Corporate,Central,GH-14485,CA-2016-117590
2016-12-08,2016-12-10,First Class,190.92,-147.96300000000002,5,0.6,Furniture,Furnishings,Corporate,Central,GH-14485,CA-2016-117590
2015-12-27,2015-12-31,Standard Class,113.328,35.415,9,0.2,Office Supplies,Envelopes,Home Office,Central,SN-20710,CA-2015-117415
2015-12-27,2015-12-31,Standard Class,532.3992,-46.97640000000001,3,0.32,Furniture,Bookcases,Home Office,Central,SN-20710,CA-2015-117415
2015-12-27,2015-12-31,Standard Class,212.058,-15.146999999999991,3,0.3,Furniture,Chairs,Home Office,Central,SN-20710,CA-2015-117415
2015-12-27,2015-12-31,Standard Class,371.168,41.75639999999996,4,0.2,Technology,Phones,Home Office,Central,SN-20710,CA-2015-117415
2017-09-10,2017-09-15,Standard Class,147.168,16.556399999999996,4,0.2,Technology,Phones,Corporate,Central,LC-16930,CA-2017-120999
2016-07-17,2016-07-22,Standard Class,77.88,3.8939999999999912,2,0.0,Office Supplies,Storage,Corporate,West,RA-19885,CA-2016-101343
2017-09-19,2017-09-23,Standard Class,95.616,9.56160000000001,2,0.2,Office Supplies,Storage,Corporate,South,ES-14080,CA-2017-139619
2016-03-11,2016-03-13,First Class,45.98,19.7714,2,0.0,Technology,Accessories,Corporate,Central,ON-18715,CA-2016-118255
2016-03-11,2016-03-13,First Class,17.46,8.206199999999999,2,0.0,Office Supplies,Binders,Corporate,Central,ON-18715,CA-2016-118255
2014-10-20,2014-10-25,Second Class,211.96,8.478399999999993,4,0.0,Office Supplies,Storage,Consumer,Central,PO-18865,CA-2014-146703
2016-06-20,2016-06-25,Standard Class,45.0,4.950000000000001,3,0.0,Technology,Accessories,Consumer,East,LH-16900,CA-2016-169194
2016-06-20,2016-06-25,Standard Class,21.8,6.104000000000001,2,0.0,Technology,Phones,Consumer,East,LH-16900,CA-2016-169194
2015-04-18,2015-04-22,Standard Class,38.22,17.9634,6,0.0,Office Supplies,Binders,Consumer,Central,DP-13000,CA-2015-115742
2015-04-18,2015-04-22,Standard Class,75.17999999999999,35.334599999999995,6,0.0,Office Supplies,Labels,Consumer,Central,DP-13000,CA-2015-115742
2015-04-18,2015-04-22,Standard Class,6.16,2.9568,2,0.0,Furniture,Furnishings,Consumer,Central,DP-13000,CA-2015-115742
2015-04-18,2015-04-22,Standard Class,89.99,17.098099999999988,1,0.0,Furniture,Chairs,Consumer,Central,DP-13000,CA-2015-115742
2016-12-11,2016-12-17,Standard Class,15.260000000000002,6.256600000000001,7,0.0,Office Supplies,Fasteners,Corporate,East,JM-15265,CA-2016-105816
2016-12-11,2016-12-17,Standard Class,1029.95,298.6855,5,0.0,Technology,Phones,Corporate,East,JM-15265,CA-2016-105816
2016-06-17,2016-06-18,First Class,208.56,52.139999999999986,6,0.0,Office Supplies,Storage,Consumer,East,TB-21055,CA-2016-111682
2016-06-17,2016-06-18,First Class,32.400000000000006,15.552000000000001,5,0.0,Office Supplies,Paper,Consumer,East,TB-21055,CA-2016-111682
2016-06-17,2016-06-18,First Class,319.41,7.098000000000006,5,0.1,Furniture,Chairs,Consumer,East,TB-21055,CA-2016-111682
2016-06-17,2016-06-18,First Class,14.56,6.9888,2,0.0,Office Supplies,Paper,Consumer,East,TB-21055,CA-2016-111682
2016-06-17,2016-06-18,First Class,30.0,3.3000000000000007,2,0.0,Technology,Accessories,Consumer,East,TB-21055,CA-2016-111682
2016-06-17,2016-06-18,First Class,48.480000000000004,16.362,4,0.2,Office Supplies,Binders,Consumer,East,TB-21055,CA-2016-111682
2016-06-17,2016-06-18,First Class,1.68,0.84,1,0.0,Office Supplies,Art,Consumer,East,TB-21055,CA-2016-111682
2015-11-24,2015-11-30,Standard Class,13.98,6.151200000000001,2,0.0,Technology,Accessories,Consumer,West,KM-16720,CA-2015-135545
2015-11-24,2015-11-30,Standard Class,25.824,9.3612,6,0.2,Office Supplies,Binders,Consumer,West,KM-16720,CA-2015-135545
2015-11-24,2015-11-30,Standard Class,146.73,68.9631,3,0.0,Office Supplies,Paper,Consumer,West,KM-16720,CA-2015-135545
2015-11-24,2015-11-30,Standard Class,79.76,22.332800000000006,4,0.0,Furniture,Furnishings,Consumer,West,KM-16720,CA-2015-135545
2015-04-30,2015-05-05,Standard Class,213.11499999999998,-15.22250000000001,5,0.3,Furniture,Chairs,Home Office,Central,PS-18970,US-2015-164175
2014-12-05,2014-12-10,Standard Class,1113.0240000000001,111.30239999999998,8,0.2,Office Supplies,Art,Corporate,West,BS-11590,CA-2014-106376
2014-12-05,2014-12-10,Standard Class,167.96800000000002,62.988,4,0.2,Technology,Phones,Corporate,West,BS-11590,CA-2014-106376
2016-06-04,2016-06-06,First Class,75.88,35.663599999999995,2,0.0,Office Supplies,Paper,Consumer,South,KD-16270,CA-2016-119823
2016-09-18,2016-09-23,Standard Class,4.616,1.7309999999999999,1,0.2,Office Supplies,Binders,Consumer,East,HM-14980,CA-2016-106075
2017-09-14,2017-09-17,Second Class,19.049999999999997,8.763,3,0.0,Office Supplies,Paper,Consumer,Central,TB-21520,CA-2017-114440
2015-04-26,2015-05-02,Standard Class,831.9360000000001,-114.39120000000003,8,0.2,Furniture,Chairs,Consumer,South,JE-15745,US-2015-134026
2015-04-26,2015-05-02,Standard Class,97.04,1.2129999999999974,2,0.2,Furniture,Furnishings,Consumer,South,JE-15745,US-2015-134026
2015-04-26,2015-05-02,Standard Class,72.784,-18.196,1,0.2,Office Supplies,Storage,Consumer,South,JE-15745,US-2015-134026
2017-12-09,2017-12-11,First Class,1.2479999999999998,-1.9344000000000006,3,0.8,Office Supplies,Binders,Corporate,Central,KB-16600,US-2017-118038
2017-12-09,2017-12-11,First Class,9.708,-5.8248000000000015,3,0.6,Furniture,Furnishings,Corporate,Central,KB-16600,US-2017-118038
2017-12-09,2017-12-11,First Class,27.240000000000002,2.724000000000002,3,0.2,Office Supplies,Storage,Corporate,Central,KB-16600,US-2017-118038
2014-11-26,2014-12-01,Second Class,19.3,-14.475000000000001,5,0.6,Furniture,Furnishings,Consumer,Central,JE-15745,US-2014-147606
2016-06-12,2016-06-15,First Class,208.16,56.20320000000001,1,0.0,Office Supplies,Appliances,Corporate,South,SC-20770,CA-2016-127208
2016-06-12,2016-06-15,First Class,16.740000000000002,8.0352,3,0.0,Office Supplies,Binders,Corporate,South,SC-20770,CA-2016-127208
2014-10-12,2014-10-16,Standard Class,14.9,4.172000000000001,5,0.0,Office Supplies,Art,Consumer,West,DN-13690,CA-2014-139451
2014-10-12,2014-10-16,Standard Class,21.39,6.203099999999999,1,0.0,Office Supplies,Storage,Consumer,West,DN-13690,CA-2014-139451
2015-09-03,2015-09-08,Standard Class,200.98400000000004,62.807499999999976,7,0.2,Office Supplies,Envelopes,Corporate,South,JC-16105,CA-2015-149734
2017-11-13,2017-11-16,First Class,230.376,-48.9549,3,0.2,Office Supplies,Storage,Home Office,Central,CS-12400,US-2017-119662
2017-05-28,2017-05-30,Second Class,301.96,33.215599999999995,2,0.0,Furniture,Chairs,Consumer,South,PO-18865,CA-2017-140088
2017-10-26,2017-11-02,Standard Class,19.99,6.796599999999998,1,0.0,Technology,Accessories,Consumer,Central,PG-18895,CA-2017-155558
2017-10-26,2017-11-02,Standard Class,6.16,2.9568,2,0.0,Office Supplies,Labels,Consumer,Central,PG-18895,CA-2017-155558
2016-04-05,2016-04-10,Second Class,158.36800000000002,13.857199999999999,7,0.2,Office Supplies,Storage,Home Office,Central,GM-14455,CA-2016-159695
2016-09-17,2016-09-22,Standard Class,20.1,6.632999999999998,3,0.0,Office Supplies,Art,Corporate,West,JS-15685,CA-2016-109806
2016-09-17,2016-09-22,Standard Class,73.584,8.278199999999998,2,0.2,Technology,Phones,Corporate,West,JS-15685,CA-2016-109806
2016-09-17,2016-09-22,Standard Class,6.48,3.1104000000000003,1,0.0,Office Supplies,Paper,Corporate,West,JS-15685,CA-2016-109806
2015-01-31,2015-02-05,Second Class,12.96,6.2208000000000006,2,0.0,Office Supplies,Paper,Consumer,Central,KB-16315,CA-2015-149587
2015-01-31,2015-02-05,Second Class,53.34,16.535399999999996,3,0.0,Furniture,Furnishings,Consumer,Central,KB-16315,CA-2015-149587
2015-01-31,2015-02-05,Second Class,32.96,16.1504,2,0.0,Office Supplies,Binders,Consumer,Central,KB-16315,CA-2015-149587
2017-11-06,2017-11-12,Standard Class,5.682000000000001,-3.7880000000000003,1,0.7,Office Supplies,Binders,Home Office,West,RB-19705,US-2017-109484
2017-11-09,2017-11-11,Second Class,96.53,40.5426,7,0.0,Furniture,Furnishings,Home Office,East,PN-18775,CA-2017-161018
2017-06-17,2017-06-20,First Class,51.312,17.9592,3,0.2,Office Supplies,Binders,Consumer,West,KD-16345,CA-2017-157833
2016-09-06,2016-09-11,Standard Class,77.88,22.585199999999993,6,0.0,Office Supplies,Appliances,Corporate,Central,ER-13855,CA-2016-149223
2016-08-29,2016-09-02,Standard Class,64.624,22.618399999999994,7,0.2,Office Supplies,Paper,Home Office,Central,RB-19465,CA-2016-158568
2016-08-29,2016-09-02,Standard Class,95.97600000000001,-10.79730000000001,3,0.2,Technology,Accessories,Home Office,Central,RB-19465,CA-2016-158568
2016-08-29,2016-09-02,Standard Class,1.7879999999999996,-3.0396,3,0.8,Office Supplies,Binders,Home Office,Central,RB-19465,CA-2016-158568
2016-12-01,2016-12-04,Second Class,23.92,11.7208,4,0.0,Office Supplies,Paper,Consumer,Central,GZ-14470,CA-2016-129903
2015-11-13,2015-11-17,Standard Class,238.89600000000002,-26.875800000000012,6,0.2,Technology,Accessories,Consumer,West,LC-16870,US-2015-156867
2015-11-13,2015-11-17,Standard Class,102.35999999999999,-3.8385000000000105,3,0.2,Furniture,Furnishings,Consumer,West,LC-16870,US-2015-156867
2015-11-13,2015-11-17,Standard Class,36.882000000000005,-25.8174,3,0.7,Office Supplies,Binders,Consumer,West,LC-16870,US-2015-156867
2017-11-23,2017-11-28,Standard Class,74.11200000000001,17.6016,8,0.2,Technology,Accessories,Consumer,South,JM-15250,CA-2017-119004
2017-11-23,2017-11-28,Standard Class,27.992000000000004,2.0993999999999993,1,0.2,Technology,Phones,Consumer,South,JM-15250,CA-2017-119004
2017-11-23,2017-11-28,Standard Class,3.3040000000000003,1.0737999999999999,1,0.2,Office Supplies,Art,Consumer,South,JM-15250,CA-2017-119004
2015-10-15,2015-10-20,Standard Class,339.96000000000004,67.99199999999996,5,0.2,Technology,Accessories,Home Office,Central,PA-19060,CA-2015-129476
2017-12-25,2017-12-30,Standard Class,41.96,10.909600000000001,2,0.0,Furniture,Furnishings,Corporate,East,CV-12805,CA-2017-146780
2016-11-03,2016-11-10,Standard Class,75.96,22.78799999999999,2,0.0,Office Supplies,Art,Consumer,Central,CL-12565,CA-2016-128867
2016-11-03,2016-11-10,Standard Class,27.240000000000002,13.3476,6,0.0,Office Supplies,Binders,Consumer,Central,CL-12565,CA-2016-128867
2014-08-25,2014-08-27,Second Class,40.096000000000004,14.534799999999997,14,0.2,Office Supplies,Fasteners,Consumer,East,RC-19960,CA-2014-115259
2014-08-25,2014-08-27,Second Class,4.720000000000001,1.6519999999999997,2,0.2,Office Supplies,Envelopes,Consumer,East,RC-19960,CA-2014-115259
2014-08-25,2014-08-27,Second Class,23.976000000000003,7.492499999999999,3,0.2,Office Supplies,Paper,Consumer,East,RC-19960,CA-2014-115259
2014-08-25,2014-08-27,Second Class,130.464,44.0316,6,0.2,Office Supplies,Envelopes,Consumer,East,RC-19960,CA-2014-115259
2015-03-02,2015-03-06,Standard Class,787.53,165.38129999999995,3,0.0,Furniture,Tables,Consumer,West,DK-13090,CA-2015-110457
2015-04-05,2015-04-10,Standard Class,157.79400000000004,-115.7156,1,0.7,Office Supplies,Binders,Corporate,South,GG-14650,US-2015-136476
2016-06-12,2016-06-15,First Class,47.04,18.345599999999997,3,0.0,Furniture,Furnishings,Consumer,East,SC-20725,CA-2016-103730
2016-06-12,2016-06-15,First Class,30.84,13.878,4,0.0,Office Supplies,Binders,Consumer,East,SC-20725,CA-2016-103730
2016-06-12,2016-06-15,First Class,226.56,63.436800000000005,6,0.0,Office Supplies,Storage,Consumer,East,SC-20725,CA-2016-103730
2016-06-12,2016-06-15,First Class,115.02,51.75899999999999,9,0.0,Office Supplies,Envelopes,Consumer,East,SC-20725,CA-2016-103730
2016-06-12,2016-06-15,First Class,68.04,19.731599999999997,7,0.0,Technology,Phones,Consumer,East,SC-20725,CA-2016-103730
2014-12-26,2014-12-28,Second Class,600.558,-8.579400000000078,3,0.3,Furniture,Chairs,Home Office,Central,AD-10180,US-2014-152030
2014-09-20,2014-09-25,Standard Class,617.7,-407.68200000000013,6,0.5,Furniture,Tables,Consumer,Central,PF-19165,US-2014-134614
2017-11-05,2017-11-12,Standard Class,2.3880000000000003,-1.8308,2,0.7,Office Supplies,Binders,Consumer,West,TS-21610,US-2017-107272
2017-11-05,2017-11-12,Standard Class,243.99200000000002,30.49899999999998,7,0.2,Office Supplies,Storage,Consumer,West,TS-21610,US-2017-107272
2016-11-06,2016-11-10,Second Class,81.424,-9.160199999999996,2,0.2,Furniture,Chairs,Home Office,West,LS-16975,US-2016-125969
2016-11-06,2016-11-10,Second Class,238.56,26.241599999999977,3,0.0,Furniture,Furnishings,Home Office,West,LS-16975,US-2016-125969
2017-02-02,2017-02-05,First Class,59.96999999999999,-11.993999999999993,5,0.4,Technology,Phones,Corporate,East,DW-13585,US-2017-164147
2017-02-02,2017-02-05,First Class,78.304,29.363999999999997,2,0.2,Office Supplies,Paper,Corporate,East,DW-13585,US-2017-164147
2017-02-02,2017-02-05,First Class,21.456,6.973199999999998,9,0.2,Office Supplies,Fasteners,Corporate,East,DW-13585,US-2017-164147
2016-10-13,2016-10-19,Standard Class,20.04,9.6192,3,0.0,Office Supplies,Paper,Consumer,West,LC-16885,CA-2016-145583
2016-10-13,2016-10-19,Standard Class,35.44,16.656799999999997,1,0.0,Office Supplies,Paper,Consumer,West,LC-16885,CA-2016-145583
2016-10-13,2016-10-19,Standard Class,11.52,3.4559999999999995,4,0.0,Office Supplies,Art,Consumer,West,LC-16885,CA-2016-145583
2016-10-13,2016-10-19,Standard Class,4.02,1.9697999999999998,2,0.0,Office Supplies,Fasteners,Consumer,West,LC-16885,CA-2016-145583
2016-10-13,2016-10-19,Standard Class,76.176,26.661599999999996,3,0.2,Office Supplies,Binders,Consumer,West,LC-16885,CA-2016-145583
2016-10-13,2016-10-19,Standard Class,65.88,18.446400000000004,6,0.0,Office Supplies,Supplies,Consumer,West,LC-16885,CA-2016-145583
2016-10-13,2016-10-19,Standard Class,43.120000000000005,20.697599999999998,14,0.0,Furniture,Furnishings,Consumer,West,LC-16885,CA-2016-145583
2016-09-05,2016-09-07,Second Class,82.80000000000001,10.349999999999994,2,0.2,Furniture,Furnishings,Corporate,East,JD-15895,CA-2016-110366
2017-09-18,2017-09-23,Standard Class,8.82,2.3814,3,0.0,Office Supplies,Art,Corporate,West,SH-19975,CA-2017-106180
2017-09-18,2017-09-23,Standard Class,10.86,5.1042000000000005,3,0.0,Office Supplies,Envelopes,Corporate,West,SH-19975,CA-2017-106180
2017-09-18,2017-09-23,Standard Class,143.7,68.976,3,0.0,Office Supplies,Paper,Corporate,West,SH-19975,CA-2017-106180
2017-12-22,2017-12-27,Standard Class,839.4300000000001,218.25179999999997,3,0.0,Office Supplies,Appliances,Consumer,Central,SG-20080,CA-2017-155376
2015-09-07,2015-09-12,Standard Class,671.93,20.157899999999998,7,0.0,Office Supplies,Storage,Consumer,West,HA-14920,CA-2015-110744
2014-10-22,2014-10-28,Standard Class,93.888,12.90959999999999,4,0.2,Furniture,Furnishings,Home Office,East,MG-17680,CA-2014-110072
2016-12-05,2016-12-09,Standard Class,384.45000000000005,103.80150000000003,11,0.0,Technology,Phones,Corporate,Central,JE-16165,CA-2016-114489
2016-12-05,2016-12-09,Standard Class,149.97,5.9987999999999815,3,0.0,Technology,Phones,Corporate,Central,JE-16165,CA-2016-114489
2016-12-05,2016-12-09,Standard Class,1951.84,585.5519999999999,8,0.0,Furniture,Chairs,Corporate,Central,JE-16165,CA-2016-114489
2016-12-05,2016-12-09,Standard Class,171.55,80.6285,5,0.0,Office Supplies,Binders,Corporate,Central,JE-16165,CA-2016-114489
2016-03-13,2016-03-16,First Class,157.92,17.76599999999999,5,0.2,Office Supplies,Appliances,Home Office,West,TW-21025,CA-2016-158834
2016-03-13,2016-03-16,First Class,203.184,15.23879999999999,2,0.2,Technology,Phones,Home Office,West,TW-21025,CA-2016-158834
2015-05-31,2015-06-02,First Class,58.379999999999995,26.270999999999994,7,0.0,Office Supplies,Paper,Corporate,West,SP-20650,CA-2015-124919
2015-05-31,2015-06-02,First Class,105.52,48.539199999999994,4,0.0,Office Supplies,Paper,Corporate,West,SP-20650,CA-2015-124919
2015-05-31,2015-06-02,First Class,80.88,21.028799999999997,6,0.0,Office Supplies,Storage,Corporate,West,SP-20650,CA-2015-124919
2015-05-28,2015-06-03,Standard Class,6.63,1.7901,3,0.0,Office Supplies,Art,Home Office,West,NK-18490,CA-2015-118948
2014-03-01,2014-03-06,Second Class,457.56800000000004,51.47639999999994,2,0.2,Furniture,Chairs,Consumer,West,DB-13060,CA-2014-104269
2016-11-20,2016-11-24,Standard Class,14.62,6.8713999999999995,2,0.0,Office Supplies,Labels,Consumer,Central,NP-18670,CA-2016-114104
2016-11-20,2016-11-24,Standard Class,944.9300000000001,236.23250000000002,7,0.0,Technology,Phones,Consumer,Central,NP-18670,CA-2016-114104
2016-05-11,2016-05-12,First Class,5.98,2.691,1,0.0,Office Supplies,Paper,Consumer,West,TT-21070,CA-2016-162733
2015-12-28,2015-12-31,Second Class,54.38400000000001,1.359599999999995,2,0.2,Technology,Accessories,Consumer,East,EM-13960,CA-2015-119697
2016-11-16,2016-11-20,Standard Class,28.4,13.347999999999997,5,0.0,Office Supplies,Envelopes,Consumer,West,RD-19900,CA-2016-154508
2016-11-07,2016-11-11,Standard Class,27.680000000000003,9.687999999999999,2,0.2,Office Supplies,Binders,Consumer,West,MJ-17740,CA-2016-113817
2014-09-08,2014-09-12,Standard Class,9.936,2.7324,3,0.2,Office Supplies,Art,Consumer,Central,BM-11140,CA-2014-139892
2014-09-08,2014-09-12,Standard Class,8159.951999999999,-1359.992000000002,8,0.4,Technology,Machines,Consumer,Central,BM-11140,CA-2014-139892
2014-09-08,2014-09-12,Standard Class,275.928,-58.634699999999995,3,0.2,Office Supplies,Storage,Consumer,Central,BM-11140,CA-2014-139892
2014-09-08,2014-09-12,Standard Class,1740.0599999999997,-24.858000000000175,9,0.3,Furniture,Chairs,Consumer,Central,BM-11140,CA-2014-139892
2014-09-08,2014-09-12,Standard Class,32.064,6.813599999999997,6,0.2,Office Supplies,Art,Consumer,Central,BM-11140,CA-2014-139892
2014-09-08,2014-09-12,Standard Class,177.97999999999996,-453.84900000000005,5,0.8,Office Supplies,Appliances,Consumer,Central,BM-11140,CA-2014-139892
2014-09-08,2014-09-12,Standard Class,143.976,8.998500000000007,3,0.2,Technology,Phones,Consumer,Central,BM-11140,CA-2014-139892
2014-08-05,2014-08-09,Standard Class,20.94,9.841800000000001,3,0.0,Office Supplies,Paper,Consumer,West,CS-12130,CA-2014-118962
2014-08-05,2014-08-09,Standard Class,110.96,53.260799999999996,2,0.0,Office Supplies,Paper,Consumer,West,CS-12130,CA-2014-118962
2014-08-05,2014-08-09,Standard Class,340.14400000000006,21.259,7,0.2,Furniture,Chairs,Consumer,West,CS-12130,CA-2014-118962
2014-09-14,2014-09-19,Standard Class,52.44799999999999,-131.12000000000003,2,0.8,Office Supplies,Appliances,Corporate,Central,JB-15400,US-2014-100853
2014-09-14,2014-09-19,Standard Class,20.16,6.551999999999999,4,0.2,Office Supplies,Labels,Corporate,Central,JB-15400,US-2014-100853
2017-04-21,2017-04-25,Second Class,97.26399999999998,-243.16000000000008,4,0.8,Office Supplies,Appliances,Consumer,Central,SJ-20500,US-2017-152366
2015-11-21,2015-11-23,Second Class,396.802,-11.337199999999939,7,0.3,Furniture,Chairs,Consumer,East,JE-15745,US-2015-101511
2015-11-21,2015-11-23,Second Class,15.88,-3.771500000000001,5,0.2,Office Supplies,Supplies,Consumer,East,JE-15745,US-2015-101511
2015-12-15,2015-12-19,Standard Class,3.28,1.4104,1,0.0,Office Supplies,Art,Home Office,East,JK-15640,CA-2015-137225
2014-12-05,2014-12-09,Second Class,24.816000000000003,1.8612000000000002,2,0.2,Office Supplies,Storage,Corporate,Central,DK-13150,CA-2014-166191
2014-12-05,2014-12-09,Second Class,408.74399999999997,76.63949999999998,7,0.2,Technology,Accessories,Corporate,Central,DK-13150,CA-2014-166191
2014-11-19,2014-11-24,Second Class,503.96,131.02960000000002,4,0.0,Technology,Phones,Home Office,South,RM-19675,CA-2014-158274
2014-11-19,2014-11-24,Second Class,149.95,41.986000000000004,5,0.0,Technology,Phones,Home Office,South,RM-19675,CA-2014-158274
2014-11-19,2014-11-24,Second Class,29.0,7.25,2,0.0,Technology,Accessories,Home Office,South,RM-19675,CA-2014-158274
2016-11-28,2016-12-02,Standard Class,7.16,3.4368,2,0.0,Office Supplies,Binders,Consumer,East,SK-19990,CA-2016-105018
2014-08-26,2014-08-30,Standard Class,176.8,22.98400000000001,8,0.0,Technology,Accessories,Home Office,West,FM-14290,CA-2014-123260
2016-07-16,2016-07-22,Standard Class,37.224000000000004,3.7224000000000004,3,0.2,Office Supplies,Storage,Corporate,Central,AM-10360,CA-2016-157000
2016-07-16,2016-07-22,Standard Class,20.016000000000002,6.254999999999996,3,0.2,Office Supplies,Paper,Corporate,Central,AM-10360,CA-2016-157000
2015-10-12,2015-10-14,First Class,899.1360000000001,112.39199999999991,4,0.2,Furniture,Bookcases,Home Office,East,MP-17470,CA-2015-102281
2015-10-12,2015-10-14,First Class,71.76,20.092800000000004,6,0.0,Technology,Phones,Home Office,East,MP-17470,CA-2015-102281
2015-10-12,2015-10-14,First Class,51.84,24.883200000000002,8,0.0,Office Supplies,Paper,Home Office,East,MP-17470,CA-2015-102281
2015-10-12,2015-10-14,First Class,626.3520000000001,46.97640000000001,3,0.2,Furniture,Bookcases,Home Office,East,MP-17470,CA-2015-102281
2015-10-12,2015-10-14,First Class,19.9,6.566999999999998,5,0.0,Office Supplies,Art,Home Office,East,MP-17470,CA-2015-102281
